time,seconds_elapsed,z,y,x
1783337825755141000,0.06214111328125,-0.825408935546875,-0.4703826904296875,-0.1386871337890625
1783337825765114000,0.072114013671875,-0.82965087890625,-0.466705322265625,-0.12335205078125
1783337825775087000,0.082087158203125,-0.8302001953125,-0.46099853515625,-0.09228515625
1783337825785060000,0.09206005859375,-0.8335113525390625,-0.4545440673828125,-0.0725250244140625
1783337825795032000,0.102031982421875,-0.8596954345703125,-0.463897705078125,-0.035614013671875
1783337825805005000,0.112005126953125,-0.8772430419921875,-0.473175048828125,-0.0107879638671875
1783337825814978000,0.12197802734375,-0.889404296875,-0.45745849609375,0.0016021728515625
1783337825824951300,0.131951416015625,-0.9100341796875,-0.43115234375,0.0176544189453125
1783337825834924000,0.141924072265625,-0.9141998291015625,-0.3919830322265625,0.028106689453125
1783337825844896000,0.15189599609375,-0.905426025390625,-0.3590850830078125,0.0619354248046875
1783337825854869200,0.161869140625,-0.9158782958984375,-0.3374786376953125,0.08642578125
1783337825864842200,0.17184228515625,-0.92364501953125,-0.3354339599609375,0.1045074462890625
1783337825874815000,0.18181494140625,-0.9316253662109375,-0.336334228515625,0.119964599609375
1783337825884787200,0.191787109375,-0.9398345947265625,-0.3314361572265625,0.125091552734375
1783337825894760200,0.20176025390625,-0.97900390625,-0.34576416015625,0.1679229736328125
1783337825904733200,0.211733154296875,-1.009368896484375,-0.3599395751953125,0.2115478515625
1783337825914706000,0.221705810546875,-1.020660400390625,-0.3526153564453125,0.23162841796875
1783337825924679200,0.23167919921875,-1.022674560546875,-0.3137359619140625,0.239501953125
1783337825934651100,0.241651123046875,-1.0133819580078125,-0.2623138427734375,0.2459869384765625
1783337825944624000,0.2516240234375,-0.9978179931640625,-0.223297119140625,0.24932861328125
1783337825954597000,0.26159716796875,-0.98193359375,-0.2074127197265625,0.2487945556640625
1783337825964570000,0.271570068359375,-0.970947265625,-0.2223663330078125,0.236602783203125
1783337825974542000,0.2815419921875,-0.9489288330078125,-0.265716552734375,0.2145538330078125
1783337825984515000,0.29151513671875,-0.927520751953125,-0.3170623779296875,0.1907958984375
1783337825994488000,0.301488037109375,-0.9122467041015625,-0.35552978515625,0.1670379638671875
1783337826004461000,0.3114609375,-0.9166259765625,-0.3811798095703125,0.141815185546875
1783337826014433000,0.32143310546875,-0.9190673828125,-0.3837127685546875,0.124847412109375
1783337826024406300,0.33140625,-0.9241180419921875,-0.336669921875,0.1258544921875
1783337826034379000,0.34137890625,-0.9258270263671875,-0.2787017822265625,0.1377716064453125
1783337826044352000,0.35135205078125,-0.90966796875,-0.2781219482421875,0.1336822509765625
1783337826054325000,0.361324951171875,-0.86541748046875,-0.3086090087890625,0.108673095703125
1783337826064297200,0.371297119140625,-0.807647705078125,-0.306365966796875,0.087005615234375
1783337826074270000,0.38127001953125,-0.7699127197265625,-0.3046112060546875,0.060455322265625
1783337826084243000,0.391242919921875,-0.7534942626953125,-0.3083648681640625,0.036773681640625
1783337826094216200,0.40121630859375,-0.788787841796875,-0.308563232421875,0.042724609375
1783337826104189200,0.411189208984375,-0.8249053955078125,-0.28851318359375,0.0572357177734375
1783337826114161000,0.421160888671875,-0.806549072265625,-0.268951416015625,0.0286865234375
1783337826124134100,0.431134033203125,-0.7554473876953125,-0.2737884521484375,-0.0291900634765625
1783337826134107100,0.441107177734375,-0.73565673828125,-0.3168487548828125,-0.0963287353515625
1783337826144080100,0.451080078125,-0.707916259765625,-0.3476715087890625,-0.167816162109375
1783337826154053000,0.46105322265625,-0.67645263671875,-0.3623504638671875,-0.234344482421875
1783337826164025000,0.471025146484375,-0.645782470703125,-0.3658447265625,-0.2703857421875
1783337826173998000,0.480998046875,-0.6072540283203125,-0.3629150390625,-0.2573089599609375
1783337826183971000,0.49097119140625,-0.5687255859375,-0.3591461181640625,-0.2292938232421875
1783337826193944300,0.5009443359375,-0.55267333984375,-0.3602294921875,-0.2104949951171875
1783337826203916000,0.510916015625,-0.5569000244140625,-0.3620147705078125,-0.1981201171875
1783337826213889000,0.520888916015625,-0.5848541259765625,-0.3633575439453125,-0.1948394775390625
1783337826223862300,0.5308623046875,-0.6169281005859375,-0.3736724853515625,-0.1889495849609375
1783337826233835000,0.5408349609375,-0.6000213623046875,-0.3481292724609375,-0.222320556640625
1783337826243808000,0.55080810546875,-0.548736572265625,-0.3320770263671875,-0.242523193359375
1783337826253780200,0.5607802734375,-0.5330657958984375,-0.31268310546875,-0.2431182861328125
1783337826263753200,0.570753173828125,-0.5610809326171875,-0.2814483642578125,-0.2507171630859375
1783337826273726000,0.580725830078125,-0.5938262939453125,-0.2359619140625,-0.2705535888671875
1783337826283699000,0.590698974609375,-0.62152099609375,-0.1901702880859375,-0.2616424560546875
1783337826293672200,0.600672119140625,-0.6217041015625,-0.142578125,-0.2360687255859375
1783337826303644200,0.61064404296875,-0.5948028564453125,-0.0933990478515625,-0.184906005859375
1783337826313617000,0.620616943359375,-0.550811767578125,-0.0262451171875,-0.1205902099609375
1783337826323590100,0.630590087890625,-0.501861572265625,0.012054443359375,-0.0833740234375
1783337826333563100,0.640563232421875,-0.48016357421875,0.004119873046875,-0.1269989013671875
1783337826343535000,0.65053515625,-0.4698486328125,-0.012542724609375,-0.2233428955078125
1783337826353508000,0.660508056640625,-0.4550323486328125,-0.01312255859375,-0.305328369140625
1783337826363481000,0.670481201171875,-0.4413299560546875,0.0111846923828125,-0.3387603759765625
1783337826373454000,0.6804541015625,-0.400848388671875,0.044097900390625,-0.3827972412109375
1783337826383427000,0.690427001953125,-0.38214111328125,0.0608062744140625,-0.478424072265625
1783337826393399000,0.70039892578125,-0.4161376953125,0.0438690185546875,-0.5930328369140625
1783337826403372000,0.7103720703125,-0.450531005859375,0.0426483154296875,-0.6781768798828125
1783337826413345000,0.720344970703125,-0.4673004150390625,0.09710693359375,-0.693572998046875
